cat,freq,n-grams
trabalhador,10,forma
trabalhador,10,jovem
trabalhador,10,muito
trabalhador,10,partir
trabalhador,10,producao
trabalhador,10,proposta
trabalhador,10,quanto
trabalhador,10,resposta
trabalhador,10,saber
trabalhador,10,sala
trabalhador,10,segunda
trabalhador,10,selecionar
trabalhador,10,sindicato
trabalhador,10,tecnologia
problema,10,Mara
problema,10,alinecustodio
problema,10,alinecustodio diariogaucho
problema,10,alinecustodio diariogaucho br
problema,10,aluno
problema,10,atravessar
problema,10,boa
problema,10,cair
problema,10,categoria lixo
problema,10,condicao
problema,10,confirmar
problema,10,conservar
problema,10,consulta
problema,10,custodio
problema,10,custodio alinecustodio
problema,10,custodio alinecustodio diariogaucho
problema,10,denisewaskow
problema,10,denisewaskow diariogaucho
problema,10,denisewaskow diariogaucho br
problema,10,dentro
problema,10,dor
problema,10,enfrentar
problema,10,equipar
problema,10,esclarecer
problema,10,hoje
problema,10,ir realizar
problema,10,ja estar
problema,10,levar
problema,10,mau
problema,10,medico
problema,10,metro
problema,10,moradia
problema,10,nao poder
problema,10,nao saber
problema,10,passagem
problema,10,poder ser
problema,10,postar categoria lixo
problema,10,previsao
problema,10,processo
problema,10,publico
problema,10,rede esgoto
problema,10,regular
problema,10,ser realizar
problema,10,sujeira
problema,10,sul
problema,10,tanto
problema,10,trabalhar
problema,10,travessia
problema,10,trocar
policia,10,acompanhar
policia,10,adolescente ano
policia,10,alvo
policia,10,antigo
policia,10,apurar
policia,10,atirar
policia,10,ato
policia,10,aula
policia,10,bairro ser
policia,10,bairro sul
policia,10,bem
policia,10,branco
policia,10,carcere
policia,10,carcere privado
policia,10,chamar
policia,10,coisa
policia,10,conhecer como
policia,10,constante
policia,10,coronel
policia,10,dentro casa
policia,10,entao
policia,10,evitar
policia,10,executar
policia,10,foto
policia,10,ganhar
policia,10,garantir
policia,10,geral
policia,10,idoso
policia,10,imagem
policia,10,invasao
policia,10,ir levar
policia,10,jovem ano
policia,10,ligacao
policia,10,marca
policia,10,medico
policia,10,moto
policia,10,mudar
policia,10,nao haver
policia,10,ouvir
policia,10,periodo
policia,10,policia ser
policia,10,privado
policia,10,proprio
policia,10,protecao
policia,10,prova
policia,10,resistir
policia,10,rival
policia,10,sempre
policia,10,suspeitos
novidades,10,abaixo
novidades,10,aguardar
novidades,10,ai
novidades,10,ano ser
novidades,10,aparelho
novidades,10,apontar
novidades,10,automovel
novidades,10,campanha
novidades,10,cantor
novidades,10,causar
novidades,10,como ser
novidades,10,conferir
novidades,10,delegacia
novidades,10,dificil
novidades,10,diminuir
novidades,10,emergencia
novidades,10,equipe
novidades,10,especializar
novidades,10,estar prever
novidades,10,estar ser
novidades,10,exigir
novidades,10,fora
novidades,10,foto
novidades,10,gerente
novidades,10,investigar
novidades,10,ja estar
novidades,10,leitor
novidades,10,limpeza
novidades,10,loja
novidades,10,milhoes ser milhoes
novidades,10,nome
novidades,10,ouvir
novidades,10,pao
novidades,10,pegar
novidades,10,porta
novidades,10,resolver
novidades,10,ser necessario
novidades,10,solicitar
novidades,10,subir
novidades,10,sucesso
novidades,10,surgir
novidades,10,temperatura
novidades,10,utilizar
novidades,10,vizinho
novidades,10,voltar
novidades,10,voz
esportes,10,achar
esportes,10,alegria
esportes,10,aqui
esportes,10,atacante
esportes,10,camisa
esportes,10,campanha
esportes,10,certeza
esportes,10,chamar
esportes,10,especial
esportes,10,estadio valar
esportes,10,gaucho
esportes,10,marco
esportes,10,mil
esportes,10,motivo
esportes,10,partir
esportes,10,posicao
esportes,10,preocupar
esportes,10,primeira
esportes,10,quase
esportes,10,respeito
esportes,10,rodada
esportes,10,seguir
esportes,10,superior
esportes,10,treino
esportes,10,vaga
esportes,10,volante
esportes,10,vontade
trabalhador,9,aluno
trabalhador,9,apresentar
trabalhador,9,capacitar
trabalhador,9,cidade
trabalhador,9,concorrer
trabalhador,9,cursar
trabalhador,9,dever ter
trabalhador,9,divulgar
trabalhador,9,explicar
trabalhador,9,farmacia
trabalhador,9,formar
trabalhador,9,hora
trabalhador,9,inscrever
trabalhador,9,interesse
trabalhador,9,leitor
trabalhador,9,local
trabalhador,9,operador
trabalhador,9,postar espaco
trabalhador,9,postar espaco trabalhador
trabalhador,9,recurso
trabalhador,9,salario minimo
trabalhador,9,sempre
trabalhador,9,site www
trabalhador,9,vida
problema,9,Conforme
problema,9,agendar
problema,9,andar
problema,9,ano ja
problema,9,apresentar
problema,9,arvore
problema,9,bombeiro
problema,9,centro
problema,9,conseguir
problema,9,construir
problema,9,departamento
problema,9,descartar
problema,9,destacar
problema,9,encontrar
problema,9,estacionar
problema,9,existir
problema,9,lampada
problema,9,menos
problema,9,momento
problema,9,observar
problema,9,ocorrer
problema,9,orgao
problema,9,pe
problema,9,perigo
problema,9,prazo
problema,9,prefeitura nao
problema,9,projeto
problema,9,protocolo
problema,9,quebrar
problema,9,recolher
problema,9,resto
problema,9,tornar
problema,9,troca
problema,9,usar
problema,9,viver
policia,9,abordar
policia,9,acionar
policia,9,ambulancia
policia,9,ano ir preso
policia,9,ataque
policia,9,bebe
policia,9,brigar prender
policia,9,comandar
policia,9,confirmar
policia,9,confronto
policia,9,continuar
policia,9,crescer
policia,9,destruir
policia,9,diferente
policia,9,esconder
policia,9,especializar
policia,9,forma
policia,9,funcionar
policia,9,guri
policia,9,hoje
policia,9,idade
policia,9,iniciar
policia,9,investigador
policia,9,ir atingir
policia,9,ir encontrar morto
policia,9,ir presos
policia,9,linha
policia,9,menos tiro
policia,9,morto tiro
policia,9,mostrar
policia,9,movel
policia,9,ordem
policia,9,pericia
policia,9,pinheiro
policia,9,precisar
policia,9,presenca
policia,9,prisao preventivo
policia,9,provavelmente
policia,9,quase
policia,9,respeito
policia,9,retirar
policia,9,servico
policia,9,silencio
policia,9,sofrer
policia,9,soldado
policia,9,territorio
novidades,9,EPTC
novidades,9,abrigo
novidades,9,acesso
novidades,9,admitir
novidades,9,alimento
novidades,9,aproveitar
novidades,9,atual
novidades,9,atuar
novidades,9,augusto
novidades,9,brincar
novidades,9,buscar
novidades,9,cadastrar
novidades,9,catalisar
novidades,9,cavalo
novidades,9,completar
novidades,9,comum
novidades,9,concluir
novidades,9,costumar
novidades,9,cuidar
novidades,9,denise
novidades,9,denise waskow
novidades,9,denise waskow diariogaucho
novidades,9,dentro
novidades,9,descobrir
novidades,9,dificuldade
novidades,9,direto
novidades,9,ensinar
novidades,9,especialista
novidades,9,estudo
novidades,9,familiar
novidades,9,fechar
novidades,9,festa
novidades,9,forte
novidades,9,garante
novidades,9,gas
novidades,9,gostar
novidades,9,governo
novidades,9,horario
novidades,9,idade
novidades,9,internet
novidades,9,lembrar
novidades,9,levantar
novidades,9,leve
novidades,9,longo
novidades,9,mao
novidades,9,marido
novidades,9,mesmo periodo
novidades,9,movimento
novidades,9,musico
novidades,9,pe
novidades,9,plano
novidades,9,possivel
novidades,9,presente
novidades,9,pretender
novidades,9,producao
novidades,9,resultado
novidades,9,secretaria
novidades,9,segunda feira
novidades,9,semestre
novidades,9,sentir
novidades,9,seriar
novidades,9,sino
novidades,9,tablet
novidades,9,tambem ser
novidades,9,tanto
novidades,9,tarefa
novidades,9,tecnologia
novidades,9,tentar
novidades,9,terreno
novidades,9,valar
novidades,9,viajar
novidades,9,vilao
novidades,9,virar
novidades,9,volta
novidades,9,volume
novidades,9,waskow
novidades,9,waskow diariogaucho
novidades,9,waskow diariogaucho br
esportes,9,atacar
esportes,9,cara
esportes,9,continuar
esportes,9,contrario
esportes,9,demais
esportes,9,duro
esportes,9,forca
esportes,9,gostar
esportes,9,local
esportes,9,logo
esportes,9,minimo
esportes,9,numero
esportes,9,obter
esportes,9,onde
esportes,9,quinta
esportes,9,quinta feira
esportes,9,razao
esportes,9,receber
esportes,9,relacao
esportes,9,seriar
esportes,9,simples
esportes,9,time tecnico
esportes,9,vantagem
trabalhador,8,apenas
trabalhador,8,avaliar
trabalhador,8,bolsa
trabalhador,8,carteira
trabalhador,8,categoria curso
trabalhador,8,comparacao
trabalhador,8,concurso publico
trabalhador,8,dentro
trabalhador,8,ensino medio
trabalhador,8,entidade
trabalhador,8,enviar curriculo mail
trabalhador,8,escola
trabalhador,8,estar inscricao
trabalhador,8,estar inscricao aberta
trabalhador,8,funcao
trabalhador,8,funcionario
trabalhador,8,ganhar
trabalhador,8,garcom
trabalhador,8,identidade
trabalhador,8,industria
trabalhador,8,janeiro
trabalhador,8,meio
trabalhador,8,necessario
trabalhador,8,negocio
trabalhador,8,obra
trabalhador,8,organizar
trabalhador,8,pagar
trabalhador,8,principal
trabalhador,8,processo
trabalhador,8,profissao
trabalhador,8,qualificar
trabalhador,8,renda
trabalhador,8,restaurante
trabalhador,8,seguir
trabalhador,8,semana
trabalhador,8,senado
trabalhador,8,ser mais
trabalhador,8,tempo
trabalhador,8,vaga cargo
trabalhador,8,vez
problema,8,acreditar
problema,8,aposentado ano
problema,8,assessoria imprensa
problema,8,auxiliar
problema,8,bater
problema,8,caminho
problema,8,comum
problema,8,dever ser
problema,8,educar
problema,8,empresa
problema,8,epoca
problema,8,escorrer
problema,8,estudo
problema,8,frente casa
problema,8,hora
problema,8,imprensa
problema,8,janeiro
problema,8,lazer
problema,8,manutencao
problema,8,mau cheiro
problema,8,nao dar
problema,8,perigoso
problema,8,pluvial
problema,8,prometer
problema,8,reportagem
problema,8,retirar
problema,8,retorno
problema,8,revelar
problema,8,romper
problema,8,ser mais
problema,8,solicitar
problema,8,tentar
problema,8,tomada
problema,8,unico
problema,8,verificar
problema,8,visita
problema,8,vizinhanca
problema,8,volta
policia,8,abril
policia,8,acesso
policia,8,agosto
policia,8,ameaca
policia,8,ameacar
policia,8,ano ano
policia,8,aparecer
policia,8,armar
policia,8,atacar
policia,8,caracteristica
policia,8,casa ano
policia,8,casa bairro
policia,8,casal
policia,8,comandante
policia,8,comprar
policia,8,considerar
policia,8,controle
policia,8,correr
policia,8,esquina
policia,8,estabelecer
policia,8,estepe
policia,8,faca
policia,8,falta
policia,8,golpe
policia,8,homem ano
policia,8,integrante
policia,8,ir morto tiro
policia,8,ja haver
policia,8,jogar
policia,8,lider trafico
policia,8,localizar
policia,8,mais mil
policia,8,manha sexta
policia,8,melhor
policia,8,menino ano
policia,8,morar
policia,8,namorado
policia,8,nao poder
policia,8,nao resistir
policia,8,nao saber
policia,8,objeto
policia,8,pedido
policia,8,pequeno
policia,8,prejuizo
policia,8,primeira
policia,8,professor
policia,8,proprietario
policia,8,reconhecer
policia,8,recuperar
policia,8,refem
policia,8,resolver
policia,8,rosto
policia,8,semana passar
policia,8,ser mais
policia,8,serie
policia,8,social
policia,8,socorrer
policia,8,socorro
policia,8,suspeita ser
policia,8,tentativa homicidio
policia,8,ter anteceder
policia,8,tiroteio
policia,8,titular
policia,8,trio
policia,8,vir
policia,8,virar
novidades,8,Ipiranga
novidades,8,acampar
novidades,8,acreditar
novidades,8,adolescente
novidades,8,agencia
novidades,8,auxiliar
novidades,8,banco
novidades,8,brincadeira
novidades,8,chance
novidades,8,chimarrao
novidades,8,cliente
novidades,8,comemorar
novidades,8,companhia
novidades,8,comunicacao
novidades,8,confirmar
novidades,8,determinar
novidades,8,documento
novidades,8,enviar
novidades,8,epoca
novidades,8,espalhar
novidades,8,especial
novidades,8,esposa
novidades,8,estrategia
novidades,8,funcao
novidades,8,futuro
novidades,8,geracao
novidades,8,gravar
novidades,8,historico
novidades,8,iniciar
novidades,8,ir fazer
novidades,8,localizar
novidades,8,luz
novidades,8,madeira
novidades,8,material
novidades,8,metade
novidades,8,minuto
novidades,8,movel
novidades,8,nacional
novidades,8,nao dar
novidades,8,nao estar
novidades,8,nao saber
novidades,8,oportunidade
novidades,8,original
novidades,8,paciente
novidades,8,parar
novidades,8,passagem
novidades,8,pasta
novidades,8,pediatria
novidades,8,pesquisa
novidades,8,populacao
novidades,8,previsao maio
novidades,8,proteger
novidades,8,protesto
novidades,8,publicar
novidades,8,quantidade
novidades,8,quilo
novidades,8,raro
novidades,8,reconhecer
novidades,8,rumo
novidades,8,seguinte
novidades,8,ser mil
novidades,8,ser nao
novidades,8,ser preciso
novidades,8,sexta feira
novidades,8,sofrer
novidades,8,surpreender
novidades,8,terra
novidades,8,trazer
novidades,8,trecho
novidades,8,turno
novidades,8,viaduto
novidades,8,vontade
esportes,8,ainda nao
esportes,8,anterior
esportes,8,aumentar
esportes,8,branco
esportes,8,busca
esportes,8,buscar
esportes,8,categoria
esportes,8,chance
esportes,8,comandar
esportes,8,confirmar
esportes,8,coracao
esportes,8,dificil
esportes,8,dificuldade
esportes,8,direito
esportes,8,duvida
esportes,8,entender
esportes,8,escalar
esportes,8,espaco
esportes,8,esquema
esportes,8,feira noite
esportes,8,fora
esportes,8,fossar
esportes,8,gramado
esportes,8,ingresso
esportes,8,lesao
esportes,8,mandar
esportes,8,marcar gol
esportes,8,marco souza
esportes,8,marco souza diariogaucho
esportes,8,merecer
esportes,8,nao estar
esportes,8,nome
esportes,8,nova
esportes,8,opiniao
esportes,8,possibilidade
esportes,8,possivel
esportes,8,projeto
esportes,8,realizar
esportes,8,ser time
esportes,8,serie
esportes,8,souza
esportes,8,souza diariogaucho
esportes,8,souza diariogaucho br
esportes,8,tarde
esportes,8,tentar
esportes,8,tratar
esportes,8,utilizar
trabalhador,7,afirmar
trabalhador,7,amanha
trabalhador,7,atendente
trabalhador,7,atuar
trabalhador,7,aula
trabalhador,7,bom
trabalhador,7,busca
trabalhador,7,cadastro
trabalhador,7,candidato dever
trabalhador,7,categoria concurso
trabalhador,7,civil
trabalhador,7,completo
trabalhador,7,contratar
trabalhador,7,contrato
trabalhador,7,cozinha
trabalhador,7,crescer
trabalhador,7,criar
trabalhador,7,curso tecnico
trabalhador,7,deficiencia
trabalhador,7,demais
trabalhador,7,desemprego
trabalhador,7,educar
trabalhador,7,engenharia
trabalhador,7,equipe
trabalhador,7,estudante
trabalhador,7,exclusivo
trabalhador,7,final
trabalhador,7,ganho
trabalhador,7,grupo
trabalhador,7,informatica
trabalhador,7,interessados
trabalhador,7,ja estar
trabalhador,7,lider
trabalhador,7,livro
trabalhador,7,logistica
trabalhador,7,mais mil
trabalhador,7,manutencao
trabalhador,7,melhor
trabalhador,7,mesa
trabalhador,7,mil vaga
trabalhador,7,motorista
trabalhador,7,nao ser
trabalhador,7,oferta
trabalhador,7,ontem
trabalhador,7,ouvir
trabalhador,7,pais
trabalhador,7,parte
trabalhador,7,pequeno
trabalhador,7,pessoal
trabalhador,7,precisar
trabalhador,7,privado
trabalhador,7,publicar
trabalhador,7,questao
trabalhador,7,recrutar
trabalhador,7,relacao
trabalhador,7,relacionar
trabalhador,7,render
trabalhador,7,ser necessario
trabalhador,7,serie
trabalhador,7,taxa
trabalhador,7,transporte
trabalhador,7,ultimo dia
trabalhador,7,vaga ser
problema,7,abril
problema,7,achar
problema,7,acompanhar
problema,7,alta
problema,7,animal
problema,7,ano ir
problema,7,antigo
problema,7,br ser
problema,7,calica
problema,7,cancha
problema,7,causar
problema,7,cirurgia
problema,7,comerciante
problema,7,compra
problema,7,constatar
problema,7,diariogaucho br ser
problema,7,dificil
problema,7,direcao
problema,7,eletrico
problema,7,entrada
problema,7,faixa
problema,7,fazer parte
problema,7,forte
problema,7,inicio
problema,7,intenso
problema,7,joelho
problema,7,jogar
problema,7,lembrar
problema,7,localizar
problema,7,machucar
problema,7,maio
problema,7,mais ano
problema,7,marco
problema,7,menor
problema,7,motivo
problema,7,mudar
problema,7,nao estar
problema,7,nivel
problema,7,norte
problema,7,nunca
problema,7,parecer
problema,7,passo
problema,7,pessoal
problema,7,prioridade
problema,7,procurar
problema,7,proprio
problema,7,quarta
problema,7,regiao
problema,7,residencia
problema,7,responsabilidade
problema,7,saibro
problema,7,seco
problema,7,ser so
problema,7,sexta
problema,7,sujar
problema,7,tampa
problema,7,terra
problema,7,transitar
problema,7,vistoria
policia,7,1o
policia,7,7h
policia,7,abordagem
policia,7,afirmar
policia,7,ajuda
policia,7,ali
policia,7,andar
policia,7,apreensao
policia,7,atuar
policia,7,balear
policia,7,briga
policia,7,cara
policia,7,casa ser
policia,7,casebre
policia,7,cedo
policia,7,centro
policia,7,como ser
policia,7,compra
policia,7,conselheiro
policia,7,constatar
policia,7,conviver
policia,7,depoimento
policia,7,deter
policia,7,direito
policia,7,equipes
policia,7,especifico
policia,7,esperar
policia,7,estar ser
